customer_id,name,email,region,member_since,credit_limit,customer_segment
CUST001107,Derrick Ramirez,jennifer35@example.org,Midwest,2021-09-29,50000,Bronze
CUST001108,Matthew Morris,thomas91@example.com,Southeast,2021-10-04,50000,Platinum
CUST001109,Heidi Torres,caldwellfelicia@example.org,Midwest,2022-05-05,10000,Silver
CUST001110,Heather Maxwell,john43@example.net,Southeast,2022-07-22,50000,Gold
CUST001111,Bianca Newton,williamstanya@example.net,Midwest,2024-04-15,50000,Bronze
CUST001112,Jeremy Garcia,kevin73@example.net,Midwest,2023-11-26,50000,Silver
CUST001113,Corey Pierce,patricia85@example.com,Southwest,2022-10-24,10000,Platinum
CUST001114,Susan Jones,gmills@example.org,Southwest,2021-09-07,15000,Silver
CUST001115,Walter Roberts,bauerheather@example.net,West,2024-04-11,5000,Bronze
CUST001116,Joseph Palmer Jr.,ychristensen@example.net,Northeast,2024-02-19,10000,Silver
CUST001117,Devon White,ashleyvargas@example.org,Northeast,2024-07-14,50000,Platinum
CUST001118,Joy Zimmerman,kevin34@example.net,Northeast,2022-02-03,15000,Silver
CUST001119,Danny Ferguson,benjamin24@example.org,Southeast,2022-02-06,15000,Silver
CUST001120,Maria Wright,amandasmith@example.com,Midwest,2023-07-20,5000,Bronze
CUST001121,Erika Potts,jennifer69@example.com,Southeast,2022-04-26,50000,Silver
CUST001122,Robert Holloway,jessicaramirez@example.com,Northeast,2024-11-26,50000,Gold
CUST001123,Veronica Osborne,sharphailey@example.net,Northeast,2022-01-17,15000,Platinum
CUST001124,Lindsey Harris,rwalker@example.org,Southwest,2023-05-06,5000,Gold
CUST001125,Nicole Moore,jessicahamilton@example.org,Midwest,2024-08-17,15000,Silver
CUST001126,Christopher Lopez,jacobhenry@example.net,Southeast,2021-09-27,25000,Platinum
CUST001127,Eric Mcclure,mmcdaniel@example.org,Midwest,2021-08-04,10000,Gold
CUST001128,Jesse Brewer,hgarcia@example.org,Southeast,2023-12-04,50000,Silver
CUST001129,Lindsey Gray,rodriguezalexander@example.net,West,2024-10-03,15000,Gold
CUST001130,Randy Adams,sparksalbert@example.org,Southeast,2023-03-10,10000,Bronze
CUST001131,Sarah Miller,timothyhart@example.com,Southwest,2024-04-12,25000,Bronze
CUST001132,John Sanchez,courtney10@example.org,Southeast,2021-06-06,50000,Gold
CUST001133,Jorge Copeland,aaronwalker@example.org,Southwest,2022-09-23,10000,Bronze
CUST001134,Matthew Perez,tmcdaniel@example.org,West,2022-12-26,10000,Gold
CUST001135,Courtney Huber MD,gilbertdavid@example.org,Northeast,2024-08-07,10000,Gold
CUST001136,Cassandra Moreno,erinhernandez@example.net,Midwest,2023-10-07,10000,Bronze
CUST001137,Donna Hutchinson,sabrina54@example.net,Midwest,2024-03-18,25000,Bronze
CUST001138,Shannon Spence,lukemyers@example.net,Midwest,2024-03-16,10000,Silver
CUST001139,Robin Wilson,rmoyer@example.org,Northeast,2021-05-19,15000,Gold
CUST001140,Catherine Cruz MD,aolson@example.net,Northeast,2024-03-11,5000,Bronze
CUST001141,Robert Valdez,patrickdunn@example.net,West,2023-02-25,25000,Platinum
CUST001142,Samantha Cruz,xrose@example.net,Southeast,2024-04-06,25000,Platinum
CUST001143,Brandon Ward,victoriasmith@example.net,West,2022-11-30,15000,Platinum
CUST001144,Brian Pruitt,melinda24@example.com,Northeast,2021-08-05,25000,Silver
CUST001145,Valerie Durham,jasonwalker@example.net,Southeast,2021-07-27,25000,Bronze
CUST001146,Michele Bennett,hortonroger@example.org,Northeast,2023-10-28,15000,Bronze
CUST001147,Angela Monroe,anthonydiaz@example.org,Midwest,2021-12-31,15000,Bronze
CUST001148,Ronald Butler,terrytaylor@example.net,Northeast,2023-10-24,15000,Silver
CUST001149,Jason Rogers,mitchelleric@example.net,West,2021-02-22,10000,Bronze
CUST001150,Kathy Smith,dfrazier@example.net,Southwest,2023-11-12,5000,Gold
CUST001151,Kenneth Torres,rodneymoore@example.org,Southwest,2023-02-07,50000,Platinum
CUST001152,Beth Lewis,robinsonisaiah@example.net,Northeast,2024-12-02,25000,Silver
CUST001153,Angela Schwartz,pedwards@example.com,Southwest,2024-04-29,25000,Silver
CUST001154,Robert Lucas,josephgarcia@example.com,Northeast,2023-06-07,5000,Gold
CUST001155,Alyssa Campbell,jonescarla@example.com,Southeast,2021-10-08,10000,Platinum
CUST001156,Timothy Allen,davilaannette@example.net,Southwest,2024-12-18,50000,Gold
CUST001157,Mr. Brandon Parker,karen68@example.org,Midwest,2022-04-11,15000,Silver
CUST001158,Henry Anderson,riverapeggy@example.net,Northeast,2021-06-03,5000,Platinum
CUST001159,Brittany Matthews,cwoods@example.com,Southwest,2021-08-30,50000,Platinum
CUST001160,Angela Garrett,nicoleaguirre@example.net,Southeast,2021-07-31,5000,Gold
CUST001161,Wendy Mason,seth25@example.com,Northeast,2022-06-17,25000,Bronze
CUST001162,Jessica Macdonald,nallen@example.net,Midwest,2021-04-26,50000,Platinum
CUST001163,Mark Jimenez,thomasmonica@example.net,Southeast,2024-06-27,5000,Bronze
CUST001164,Stephanie Porter,sedwards@example.org,Southeast,2021-04-16,10000,Gold
CUST001165,Heather Jones,escott@example.com,Northeast,2024-01-26,25000,Bronze
CUST001166,Thomas Case,swilliams@example.com,Midwest,2022-08-27,25000,Platinum
CUST001167,Melanie Alexander,nathaniel68@example.com,West,2022-01-25,15000,Bronze
CUST001168,Melanie Oliver,figueroajohn@example.net,Southwest,2021-01-18,25000,Silver
CUST001169,Donna Moore,onash@example.com,Midwest,2024-07-07,25000,Gold
CUST001170,Hannah Mcdonald,lrodriguez@example.net,Southeast,2021-06-14,25000,Bronze
CUST001171,Jennifer Hamilton,umurphy@example.com,Midwest,2025-01-01,25000,Platinum
CUST001172,Dr. John Ramirez,gardnerstacy@example.org,Midwest,2023-07-31,10000,Gold
CUST001173,Andre Burke,zbrown@example.com,Southwest,2024-03-05,5000,Silver
CUST001174,Cindy Lewis,cisnerosgabriela@example.com,Northeast,2022-01-10,5000,Gold
CUST001175,Charles Hill,evansjennifer@example.com,Southwest,2023-02-12,25000,Silver
CUST001176,Debbie Rivas,jacobsonroy@example.com,Southwest,2021-09-04,5000,Platinum
CUST001177,Jason Alvarez,tammykim@example.net,Southwest,2023-04-20,25000,Platinum
CUST001178,Kristina English,christiancontreras@example.net,Southwest,2021-08-06,10000,Platinum
CUST001179,Samantha Navarro,alexis72@example.com,Midwest,2024-06-22,5000,Platinum
CUST001180,Wayne Russell,mcneilsherry@example.org,Northeast,2023-07-22,50000,Silver
CUST001181,Laura Johnson,robertpayne@example.org,Northeast,2023-06-03,25000,Silver
CUST001182,Daniel Lee,woodmichael@example.com,Southeast,2024-08-09,10000,Silver
CUST001183,Sharon Lyons,wgutierrez@example.com,Southeast,2024-04-30,5000,Platinum
CUST001184,William Rogers,stephenbrooks@example.net,Northeast,2023-05-26,25000,Silver
CUST001185,Jane Bruce,swalters@example.net,Southeast,2024-10-08,50000,Gold
CUST001186,Annette Miller,davisallen@example.com,Midwest,2021-06-07,5000,Bronze
CUST001187,Loretta Gardner,zgordon@example.org,West,2023-09-09,50000,Platinum
CUST001188,Christy Frank,ewilson@example.org,Southwest,2022-06-03,15000,Gold
CUST001189,Julie Odonnell,xsmith@example.org,Southwest,2023-01-18,25000,Bronze
CUST001190,Matthew Parker,anunez@example.com,Southwest,2021-02-23,50000,Platinum
CUST001191,Richard Randall,matthew96@example.org,Northeast,2023-03-29,25000,Silver
CUST001192,Luis Long,solisbecky@example.org,Southeast,2024-10-10,50000,Bronze
CUST001193,Nicholas Powell,zachary63@example.org,Northeast,2023-11-10,50000,Bronze
CUST001194,Bryan Ray,ocameron@example.com,Midwest,2024-05-14,50000,Gold
CUST001195,Frank Davis,kimcristina@example.net,West,2021-08-18,15000,Platinum
CUST001196,Kimberly Compton,ujohnson@example.org,West,2024-12-13,50000,Platinum
CUST001197,Paula Lopez,kennethnichols@example.org,Northeast,2023-12-04,10000,Gold
CUST001198,Jamie Green,hillsavannah@example.net,West,2021-02-09,10000,Platinum
CUST001199,Dr. Ashley Ho,rodriguezjustin@example.org,Northeast,2021-05-22,25000,Gold
CUST001200,Isaiah Massey MD,apope@example.org,Southeast,2022-12-18,5000,Platinum
CUST001201,Christine Barnes,cynthia72@example.org,Midwest,2022-03-19,15000,Bronze
CUST001202,Mary Welch,wilsonmatthew@example.com,Midwest,2022-12-14,15000,Gold
CUST001203,Kimberly Moore,sara39@example.org,Midwest,2023-03-01,25000,Bronze
CUST001204,Paige Robinson,danny30@example.com,Southeast,2021-07-28,10000,Gold
CUST001205,Michael Martinez,timothy15@example.net,West,2023-03-23,15000,Gold
CUST001206,Patrick Simpson,qnielsen@example.org,West,2021-10-23,50000,Bronze
CUST001207,Michelle Hayden,silvakatie@example.com,Southeast,2021-09-06,25000,Silver
CUST001208,Nathan Hamilton,vhenderson@example.com,West,2024-04-13,25000,Gold
CUST001209,Lisa Patterson,nathaniel17@example.org,Northeast,2024-07-29,50000,Silver
CUST001210,Dawn Ortiz,raymond12@example.com,Northeast,2022-09-26,15000,Platinum
CUST001211,David Lewis,nathan51@example.org,Southeast,2022-04-17,50000,Bronze
CUST001212,Gary Marshall,rachel81@example.com,Southeast,2022-02-25,10000,Silver
CUST001213,Daniel Hoffman,berrydebbie@example.net,Northeast,2024-01-16,10000,Bronze
CUST001214,Francisco Gonzalez,rjimenez@example.com,West,2021-06-30,5000,Gold
CUST001215,Kyle Garza,barbaramitchell@example.net,Southeast,2024-02-25,15000,Gold
CUST001216,Abigail Murray,meaganpowell@example.net,West,2024-09-09,50000,Platinum
CUST001217,Matthew Jones,gallegosrobert@example.com,Northeast,2022-02-12,5000,Silver
CUST001218,Jennifer Hawkins,troy06@example.com,Midwest,2023-10-21,25000,Platinum
CUST001219,Samuel Coffey,cameronsharon@example.org,Southeast,2021-02-18,25000,Gold
CUST001220,Adam Garcia,michelle63@example.org,Midwest,2021-05-15,10000,Gold
CUST001221,Robin Cabrera,villamiranda@example.com,Northeast,2024-07-20,15000,Bronze
CUST001222,Anthony Torres,mark96@example.com,West,2023-10-24,5000,Silver
CUST001223,Lauren Wilson,michelle96@example.net,Southwest,2022-10-21,10000,Silver
CUST001224,Joseph Lane,ubray@example.net,Southeast,2022-12-13,10000,Gold
CUST001225,Ralph Dawson,angelica33@example.net,West,2021-04-30,50000,Bronze
CUST001226,Amy Smith,taylorcruz@example.com,Northeast,2021-06-08,25000,Silver
CUST001227,Kevin Rose,kathleen47@example.net,Southeast,2021-08-19,50000,Bronze
CUST001228,Suzanne Robinson,paul79@example.net,Southeast,2021-10-30,15000,Gold
CUST001229,Barry Henderson,stephanie91@example.org,Midwest,2022-11-11,25000,Platinum
CUST001230,Brian Smith,blopez@example.com,Midwest,2023-09-01,25000,Gold
CUST001231,Derek Mcintosh,gomezjason@example.com,Southeast,2023-01-10,25000,Gold
CUST001232,Amy Nelson,williamspatrick@example.com,Southwest,2021-10-17,50000,Platinum
CUST001233,Christopher Hill,gstone@example.net,Southwest,2021-03-20,5000,Bronze
CUST001234,Brian Wilson,johnstonjohn@example.net,Southwest,2021-06-03,15000,Gold
CUST001235,Manuel Baldwin,olong@example.net,Midwest,2024-04-24,5000,Platinum
CUST001236,Kathleen Jackson,michaelroberts@example.net,Northeast,2022-03-03,15000,Gold
CUST001237,Cody Velez,sstevenson@example.org,Midwest,2021-09-12,15000,Gold
CUST001238,Carol Cook,athomas@example.net,Midwest,2022-12-01,10000,Silver
CUST001239,Christopher Baker,jacksonkathleen@example.org,Southwest,2023-05-24,10000,Bronze
CUST001240,Lauren Freeman,thomaswilliams@example.org,Southwest,2023-04-15,25000,Gold
CUST001241,Sara Fox MD,kimberlygarcia@example.net,Southeast,2022-05-12,5000,Platinum
CUST001242,Gregory Gardner DDS,michael05@example.com,Midwest,2023-11-10,15000,Platinum
CUST001243,Patricia Vincent,rrodriguez@example.net,West,2023-12-06,25000,Bronze
CUST001244,William Chase,michaeljohnson@example.net,Southwest,2023-12-25,50000,Silver
CUST001245,Heather Garner,samanthagray@example.org,Midwest,2024-11-17,10000,Platinum
CUST001246,Meghan Nolan,harcher@example.org,Midwest,2022-01-29,50000,Gold
CUST001247,Stacy Myers,rlandry@example.com,Southeast,2021-10-12,50000,Silver
CUST001248,Mia Flowers,hamiltonspencer@example.com,Midwest,2022-03-04,5000,Platinum
CUST001249,Kathryn Jennings,hbecker@example.com,Southeast,2023-07-07,15000,Silver
CUST001250,Elizabeth Roberts,alexis03@example.com,Midwest,2024-04-27,5000,Silver
CUST001251,John Smith,donna00@example.com,Midwest,2021-07-27,10000,Gold
CUST001252,Rachel Shaw,stephaniereeves@example.org,West,2025-01-01,15000,Gold
CUST001253,Kevin Miller,antoniofitzpatrick@example.org,Midwest,2024-04-06,50000,Gold
CUST001254,Jenny Rasmussen,orozcosamantha@example.net,West,2022-04-05,5000,Platinum
CUST001255,Meghan Morris,feliciagonzalez@example.org,Northeast,2022-09-07,50000,Bronze
CUST001256,Eric Evans,ygardner@example.com,West,2021-05-27,10000,Bronze
CUST001257,Melissa Gordon,taylor67@example.com,West,2024-11-11,50000,Gold
CUST001258,Thomas Johnson,idavis@example.net,West,2024-08-23,5000,Silver
CUST001259,Lauren Watson,brian62@example.com,Southeast,2023-09-12,10000,Gold
CUST001260,Phillip Holmes,millerjoseph@example.net,West,2021-06-12,50000,Platinum
CUST001261,Samantha Cunningham,michelle19@example.net,Southeast,2023-01-23,15000,Silver
CUST001262,Meredith Black,rtaylor@example.net,Northeast,2024-06-05,25000,Gold
CUST001263,Eric Hays,shaffercindy@example.org,Southeast,2021-06-23,15000,Bronze
CUST001264,Larry Martinez,wrightdale@example.org,Northeast,2024-05-07,25000,Gold
CUST001265,Anthony Martinez,lwebb@example.org,Southeast,2024-05-20,10000,Silver
CUST001266,Samantha Maldonado,reynoldsdaisy@example.org,West,2021-08-02,5000,Silver
CUST001267,Cynthia Hunt,thomasroberts@example.net,Southwest,2021-06-02,25000,Platinum
CUST001268,Holly Hill,gwolfe@example.com,West,2022-09-08,25000,Platinum
CUST001269,Alfred Bryant,tsmith@example.org,West,2023-08-07,5000,Bronze
CUST001270,Lisa Williams,sydney77@example.com,Southwest,2021-01-20,10000,Gold
CUST001271,Jonathan Callahan,michaelmccarthy@example.com,Northeast,2023-01-26,15000,Silver
CUST001272,Christian Rios,stephen24@example.net,Northeast,2022-03-25,5000,Silver
CUST001273,Thomas Brewer,mestes@example.net,Southeast,2021-09-27,15000,Gold
CUST001274,Katie Hopkins,david59@example.net,Southeast,2022-05-30,5000,Platinum
CUST001275,Jennifer Williams,jesseortega@example.com,Southwest,2024-10-02,50000,Gold
CUST001276,Peter Zavala,danielgilmore@example.net,Southeast,2024-08-02,5000,Bronze
CUST001277,Jennifer Brown,danny17@example.com,Midwest,2023-06-12,15000,Platinum
CUST001278,Tammy Morris,ogray@example.net,Southwest,2023-03-31,50000,Gold
CUST001279,John Shelton,jamesmartin@example.net,West,2024-04-02,10000,Gold
CUST001280,Kevin Soto,harrislisa@example.org,West,2022-06-16,15000,Silver
CUST001281,Joshua Jones,faithrosario@example.net,Southeast,2023-08-03,25000,Bronze
CUST001282,Ronnie Hudson MD,michael82@example.org,Southeast,2022-10-10,10000,Silver
CUST001283,Shelly Carroll,kimberlyevans@example.org,Southeast,2023-01-05,5000,Silver
CUST001284,Joshua Johnson,sandra46@example.net,Northeast,2022-06-13,15000,Bronze
CUST001285,Brooke Roberts,melissafrederick@example.net,West,2022-04-08,15000,Bronze
CUST001286,Kimberly Snow,qgiles@example.net,Southwest,2021-02-19,5000,Bronze
CUST001287,Dean Cook,tayloramy@example.net,Northeast,2022-05-03,5000,Bronze
CUST001288,Susan Brown,kjones@example.net,West,2023-10-31,25000,Platinum
CUST001289,Amanda Zavala,ngeorge@example.org,Northeast,2024-07-26,50000,Gold
CUST001290,Carl Cummings,johnsonwilliam@example.net,West,2022-06-02,10000,Silver
CUST001291,Richard Walter,andrewbrown@example.org,Northeast,2023-02-26,15000,Platinum
CUST001292,Melanie Rojas,xwilliams@example.com,Northeast,2023-10-20,50000,Gold
CUST001293,Jeffery Taylor,nwilson@example.com,Southwest,2022-06-04,50000,Silver
CUST001294,Thomas Allen,chapmanjeremy@example.net,West,2024-01-11,5000,Bronze
CUST001295,Kimberly Williams,marksjohn@example.org,Midwest,2021-04-28,5000,Bronze
CUST001296,Christopher Williams,carrie34@example.org,West,2023-06-11,10000,Silver
CUST001297,Bryan Jones,shawna37@example.net,Midwest,2023-12-17,50000,Silver
CUST001298,Thomas Robinson,shelly84@example.net,Midwest,2021-12-29,25000,Gold
CUST001299,Emma Weaver,brownrachel@example.net,Southeast,2024-10-26,5000,Platinum
CUST001300,Mr. Thomas Skinner,kevintran@example.org,Southeast,2022-07-05,25000,Gold
CUST001301,Brenda Spence,dsantos@example.org,Southeast,2021-02-07,5000,Bronze
CUST001302,Debra Chapman,margaret10@example.com,Northeast,2024-06-08,5000,Platinum
CUST001303,Albert Reyes,nwilliams@example.com,Southeast,2021-10-03,5000,Bronze
CUST001304,Anthony Torres,sharon95@example.com,Northeast,2024-04-04,15000,Silver
CUST001305,Nicole Peterson,yglenn@example.net,West,2024-09-24,15000,Gold
CUST001306,Renee Tran,michele87@example.com,West,2023-04-23,5000,Bronze
CUST001307,Kelly Martin,pmcdonald@example.org,Southeast,2024-08-25,5000,Gold
CUST001308,Michael Hill,kelseyphillips@example.net,Midwest,2022-08-06,15000,Platinum
CUST001309,Heidi Hopkins,martinezashley@example.com,Northeast,2024-05-12,5000,Bronze
CUST001310,Jill Smith,owenstammy@example.com,Northeast,2023-07-27,10000,Silver
CUST001311,Jennifer Riley,hillcheryl@example.com,Midwest,2024-10-30,15000,Platinum
CUST001312,David Buchanan,misty23@example.net,Southwest,2021-09-18,15000,Bronze
CUST001313,Mary Hall,lopezwilliam@example.com,Midwest,2023-05-04,15000,Silver
CUST001314,Mitchell Brown,theresa05@example.net,Northeast,2023-11-22,25000,Platinum
CUST001315,Hannah Jones,ewilson@example.org,West,2021-11-01,15000,Platinum
CUST001316,Sandra Becker,maynancy@example.org,West,2021-02-12,25000,Silver
CUST001317,Heather Hester,thomas49@example.org,Northeast,2021-08-29,10000,Bronze
CUST001318,Timothy Buck,rodriguezjason@example.com,Southeast,2023-01-23,5000,Platinum
CUST001319,Katie Perkins,shelby69@example.org,Southwest,2023-08-24,25000,Platinum
CUST001320,Phillip Banks,benjaminvictoria@example.net,Southeast,2023-01-12,50000,Platinum
CUST001321,Kimberly Barnes,abbottallison@example.org,Midwest,2023-06-12,50000,Bronze
CUST001322,Kelly Stewart,marycarter@example.org,Southeast,2022-05-02,25000,Platinum
CUST001323,Vanessa Hall,kaitlin13@example.com,Northeast,2023-12-13,25000,Platinum
CUST001324,Heidi Bell,melendezdenise@example.net,Northeast,2021-12-09,5000,Gold
CUST001325,Crystal Carey,sarasanchez@example.com,Midwest,2023-09-18,5000,Silver
CUST001326,Lisa Flynn,lee16@example.com,Midwest,2023-01-14,50000,Bronze
CUST001327,Johnny Keith,rachelwalter@example.org,West,2021-09-07,10000,Platinum
CUST001328,Ralph Dawson,inewton@example.org,Midwest,2024-05-09,25000,Silver
CUST001329,Christopher Jones,wstrong@example.org,Southwest,2022-08-17,50000,Bronze
CUST001330,Michelle Wilson,brittany91@example.net,Northeast,2021-03-14,10000,Platinum
CUST001331,Heather Cole,vmccoy@example.com,West,2022-03-05,10000,Bronze
CUST001332,Chad White,hernandezalan@example.net,West,2022-07-01,15000,Silver
CUST001333,Jamie Gonzales,shirley13@example.com,Midwest,2022-12-28,15000,Bronze
CUST001334,Joseph Fox,ymitchell@example.com,Southwest,2024-01-18,10000,Platinum
CUST001335,Amanda Landry,russellramirez@example.net,West,2022-04-11,10000,Bronze
CUST001336,Christopher Roberts,kgonzales@example.com,West,2024-10-10,25000,Platinum
CUST001337,Larry Rodriguez,elizabeththomas@example.org,Northeast,2023-03-24,25000,Platinum
CUST001338,Caroline George,moyeramber@example.org,Midwest,2021-01-16,5000,Platinum
CUST001339,Allison Harris,hdennis@example.org,Northeast,2024-05-05,5000,Platinum
CUST001340,Brian Mccarthy,wallaceryan@example.com,West,2021-05-13,5000,Bronze
CUST001341,Donald Barnett,linda31@example.com,Northeast,2021-08-23,50000,Gold
CUST001342,Jesse Moss,mannleroy@example.org,Southwest,2022-10-02,50000,Silver
CUST001343,Rebecca Stewart,averycourtney@example.org,West,2021-07-25,15000,Gold
CUST001344,Tony Nunez,theodore72@example.net,Northeast,2023-01-02,10000,Platinum
CUST001345,Mark Davis,aaronjones@example.net,Midwest,2023-06-18,50000,Platinum
CUST001346,Amanda Watts,pwelch@example.net,Midwest,2022-05-31,25000,Bronze
CUST001347,Tiffany Humphrey,nancycontreras@example.com,Northeast,2024-03-16,10000,Bronze
CUST001348,Howard Castillo,robinsonsydney@example.com,Midwest,2022-09-12,15000,Gold
CUST001349,David Coleman,stevenflores@example.org,Southwest,2022-05-29,50000,Gold
CUST001350,Carl Khan,rburke@example.org,Northeast,2021-02-18,5000,Silver
CUST001351,Daniel Rosales,xbrown@example.com,West,2022-01-24,10000,Platinum
CUST001352,James Ramos,dgreen@example.com,Northeast,2022-12-17,15000,Silver
CUST001353,Mark Williams,kortiz@example.org,Southeast,2023-03-01,5000,Platinum
CUST001354,Ashley Donaldson,david80@example.net,Southeast,2021-02-06,25000,Silver
CUST001355,Richard Cook,katie81@example.net,Midwest,2021-03-19,5000,Platinum
CUST001356,Joseph Galloway,oheath@example.com,Northeast,2024-03-22,50000,Bronze
CUST001357,Erin Lewis,shelbyjohnson@example.org,West,2024-01-15,25000,Silver
CUST001358,Kathryn Moody,moorekevin@example.org,West,2023-07-18,5000,Bronze
CUST001359,Amanda Brady,irios@example.net,Southwest,2024-07-10,25000,Platinum
CUST001360,Angela Wagner,vsmith@example.net,Southwest,2023-06-09,10000,Silver
CUST001361,Noah Sparks,marievillarreal@example.com,Southeast,2022-09-20,5000,Platinum
CUST001362,Elizabeth Stevens,bakerdiana@example.com,Southwest,2022-07-11,50000,Gold
CUST001363,Daniel Russell,timothy88@example.org,Southwest,2022-07-19,25000,Platinum
CUST001364,Monica Bean PhD,chavezbecky@example.org,Southwest,2022-08-10,10000,Gold
CUST001365,Jacob Hart,martin11@example.net,West,2021-09-11,15000,Gold
CUST001366,Katherine Wright,richardmassey@example.net,West,2023-11-29,10000,Silver
CUST001367,Crystal Saunders,robert52@example.org,West,2022-04-21,50000,Gold
CUST001368,Jennifer Smith,karinorton@example.net,Southwest,2023-01-07,15000,Silver
CUST001369,Cynthia Murray,vrobertson@example.net,Southeast,2021-05-05,10000,Gold
CUST001370,Michael Bennett,martinkaitlin@example.org,Midwest,2021-10-22,10000,Silver
CUST001371,Ashley Mcclure,zjackson@example.net,Southwest,2022-12-19,50000,Gold
CUST001372,Kimberly Ross,david44@example.net,Northeast,2022-04-23,15000,Platinum
CUST001373,Kristy Martin,alexandra39@example.net,Southwest,2022-07-03,50000,Platinum
CUST001374,Kaitlyn Clark,sara22@example.net,Southwest,2023-11-17,15000,Platinum
CUST001375,Evan White,ajones@example.com,Northeast,2023-10-28,50000,Bronze
CUST001376,Brandon Ellis,browntaylor@example.org,Northeast,2021-04-14,25000,Silver
CUST001377,Sophia Cooper,reillyjoshua@example.com,Northeast,2023-05-10,5000,Silver
CUST001378,Marcus Powell,ann31@example.net,Midwest,2021-08-17,10000,Gold
CUST001379,Diana Baker,martinezalexa@example.net,Midwest,2024-01-31,10000,Bronze
CUST001380,Raymond Vargas,tammy97@example.org,Midwest,2021-09-09,10000,Bronze
CUST001381,Virginia Davis,douglasalvarez@example.org,Midwest,2022-04-24,25000,Bronze
CUST001382,Amy Hunt,ecoleman@example.com,Southwest,2022-03-25,50000,Silver
CUST001383,Cynthia Long,wmccarthy@example.com,Southwest,2024-05-16,25000,Silver
CUST001384,Blake Jacobs,stephaniedougherty@example.com,Southwest,2023-11-12,15000,Bronze
CUST001385,Kristina Henry,gina86@example.net,West,2022-05-30,25000,Platinum
CUST001386,Jacob Owens,jessica39@example.net,Midwest,2024-07-10,50000,Bronze
CUST001387,Cheryl Brooks,gonzalezmichael@example.org,Northeast,2021-01-15,15000,Silver
CUST001388,Brandon Wood,wesley09@example.com,Southwest,2021-02-24,25000,Silver
CUST001389,John Williams,joshua09@example.org,Midwest,2024-06-21,50000,Silver
CUST001390,Yolanda Chen,vthompson@example.net,Southeast,2024-01-08,15000,Platinum
CUST001391,Amanda Johnson,janicethompson@example.org,Southeast,2021-05-08,5000,Silver
CUST001392,Barbara Ramos,edwardsmichaela@example.com,Southeast,2024-12-13,50000,Bronze
CUST001393,Lucas Smith,rachael29@example.net,West,2024-10-17,5000,Platinum
CUST001394,Teresa Powell,brownmandy@example.net,Midwest,2021-08-10,50000,Gold
CUST001395,Christopher Williams,haleyortiz@example.net,Southeast,2024-01-03,10000,Gold
CUST001396,April Hill,david79@example.net,Northeast,2021-05-12,15000,Platinum
CUST001397,Anita Hardin,jessicalopez@example.net,Southeast,2023-07-11,5000,Silver
CUST001398,Christopher Smith,steven34@example.net,Midwest,2023-08-03,50000,Bronze
CUST001399,Cheryl Campos,lancegray@example.com,Southwest,2021-09-24,15000,Platinum
CUST001400,Ethan Perez,joshuagonzalez@example.com,Southwest,2022-01-20,50000,Gold
CUST001401,Brandon Kelly,michael87@example.net,Northeast,2023-10-07,15000,Silver
CUST001402,Travis Richards,amandaclark@example.net,Southeast,2022-10-02,50000,Bronze
CUST001403,Melanie Roberts,holly88@example.net,Southwest,2024-03-12,10000,Platinum
CUST001404,Raymond Scott,hgreen@example.net,Southwest,2023-08-26,50000,Platinum
CUST001405,Charles Willis,anne90@example.com,Northeast,2023-10-28,15000,Silver
CUST001406,Sheila Smith,valvarez@example.net,Southeast,2024-08-18,15000,Gold
CUST001407,Hunter Martin,karengonzales@example.net,Midwest,2022-11-04,15000,Silver
CUST001408,Jessica Ross,johnnybrooks@example.com,Southwest,2022-12-13,50000,Platinum
CUST001409,Andrew Hickman,kathrynsantana@example.net,Southwest,2021-06-13,5000,Bronze
CUST001410,Derrick Ray,martingarrett@example.com,Midwest,2024-07-25,25000,Silver
CUST001411,Terri Gonzalez,davidcook@example.org,Southwest,2024-11-24,50000,Silver
CUST001412,Ralph Solis,dfoster@example.org,Northeast,2023-08-27,15000,Platinum
CUST001413,Christopher Parker,joelharris@example.org,Northeast,2023-11-30,25000,Gold
CUST001414,Justin Rowe,woodsmelvin@example.com,Southwest,2023-03-21,15000,Bronze
CUST001415,Daniel Kennedy,tguerra@example.org,Southwest,2024-01-26,15000,Platinum
CUST001416,Carl Hines,ricardomurphy@example.com,West,2024-04-18,5000,Gold
CUST001417,Jessica Long,reedelizabeth@example.net,Southeast,2021-02-15,15000,Bronze
CUST001418,Cassandra Young,matthew09@example.net,Northeast,2024-01-10,10000,Bronze
CUST001419,Maria Taylor,bradleyturner@example.org,Northeast,2022-05-18,10000,Silver
CUST001420,Jessica Mitchell,eleonard@example.org,West,2022-01-23,5000,Silver
CUST001421,Cassie Sanders,marshallchristopher@example.net,Southwest,2023-12-13,25000,Bronze
CUST001422,Jennifer Roman,luisandrews@example.com,Southeast,2023-10-06,5000,Platinum
CUST001423,Matthew Santiago,twise@example.com,Midwest,2022-01-19,5000,Bronze
CUST001424,Lindsey Lang,xshaw@example.com,Northeast,2023-11-13,5000,Silver
CUST001425,Valerie Rodriguez,tinaschmidt@example.com,Midwest,2024-07-01,50000,Bronze
CUST001426,Adam Vaughan,james97@example.com,Southwest,2021-03-18,10000,Gold
CUST001427,Bryan Burns,brendan95@example.com,West,2022-09-20,25000,Platinum
CUST001428,Pamela Johnson,guy56@example.org,West,2022-10-21,25000,Gold
